Id;name
358;dated steel scythe
359;dated ash fishing rod
360;dated willow fishing rod
361;dated pine fishing rod
362;dated bamboo fishing rod
363;dated rattan fishing rod
364;dated yew fishing rod
365;dated horn fishing rod
366;weathered coif (grey)
367;weathered beret (beige)
368;pair of weathered spectacles
369;weathered bandana
370;weathered sun hat
371;weathered beach hat (blue)
372;dated hempen coif
373;dated hempen coif (brown)
374;dated hempen coif (grey)
375;dated hempen coif (beige)
376;dated straw hat
377;dated hempen bandana
378;dated hempen bandana (beige)
379;dated hempen bandana (brown)
380;dated hempen bandana (grey)
381;dated hempen scarf
382;dated hempen scarf (grey)
383;dated hempen scarf (beige)
384;dated hempen scarf (brown)
385;dated hempen beret
386;dated hempen beret (brown)
387;dated hempen beret (grey)
388;dated hempen beret (beige)
389;dated hempen hat
390;dated hempen hat (brown)
391;dated hempen hat (grey)
392;dated hempen hat (beige)
393;dated lauan halfmask
394;dated walking hat
395;dated hempen turban
396;dated hempen turban (brown)
397;dated hempen turban (grey)
398;dated hempen turban (beige)
399;dated sheepskin calot
400;dated sheepskin calot (taupe)
401;dated sheepskin calot (grey)
402;dated hunting hat (brown)
403;dated hunting hat (grey)
404;dated hunting hat (beige)
405;dated sheepskin pot helm
406;dated hempen sugarloaf hat (brown)
407;dated hempen sugarloaf hat (grey)
408;dated hempen sugarloaf hat (beige)
409;dated cotton coif
410;dated cotton coif (red)
411;dated cotton coif (yellow)
412;dated cotton coif (green)
413;dated cotton coif (blue)
414;pair of dated copper spectacles
415;pair of dated weathered spectacles (black)
416;pair of dated weathered spectacles (green)
417;dated copper circlet (sunstone)
418;dated copper circlet (lapis lazuli)
419;dated copper circlet (sphene)
420;dated copper circlet (malachite)
421;dated copper circlet (fluorite)
422;dated copper circlet (danburite)
423;dated cotton bandana
424;dated cotton bandana (red)
425;dated cotton bandana (yellow)
426;dated cotton bandana (green)
427;dated cotton bandana (blue)
428;dated copper barbut
429;dated cotton scarf
430;dated cotton scarf (red)
431;dated cotton scarf (yellow)
432;dated cotton scarf (green)
433;dated cotton scarf (blue)
434;dated cotton beret
435;dated cotton beret (green)
436;dated cotton beret (red)
437;dated cotton beret (yellow)
438;dated cotton beret (blue)
439;dated bronze sallet
440;pair of dated bronze goggles
441;pair of dated bronze goggles (yellow)
442;pair of dated bronze goggles (black)
443;pair of dated brass magnifiers (red)
444;dated willow halfmask
445;dated tarred walking hat
446;dated cotton turban
447;dated cotton turban (red)
448;dated cotton turban (yellow)
449;dated cotton turban (green)
450;dated cotton turban (blue)
451;dated dodoskin calot
452;dated dodoskin calot (black)
453;dated trapper's hat
454;dated trapper's hat (red)
455;dated trapper's hat (yellow)
456;dated trapper's hat (green)
457;dated trapper's hat (blue)
458;dated bronze elmo
459;dated dodoskin pot helm
460;dated dodoskin pot helm (black)
461;dated cotton sugarloaf hat (red)
462;dated cotton sugarloaf hat (green)
463;dated cotton sugarloaf hat (blue)
464;dated canvas coif
465;dated canvas coif (auburn)
466;dated canvas coif (pink)
467;dated canvas coif (brown)
468;dated canvas coif (blue)
469;pair of dated brass spectacles
470;pair of dated brass spectacles (yellow)
471;dated brass circlet (sunstone)
472;dated brass circlet (lapis lazuli)
473;dated brass circlet (sphene)
474;dated brass circlet (malachite)
475;dated brass circlet (fluorite)
476;dated brass circlet (danburite)
477;dated canvas bandana
478;dated canvas bandana (auburn)
479;dated canvas bandana (pink)
480;dated canvas bandana (brown)
481;dated canvas bandana (blue)
482;dated bronze barbut
483;dated canvas beret
484;dated canvas beret (auburn)
485;dated canvas beret (pink)
486;dated canvas beret (brown)
487;dated canvas beret (blue)
488;pair of dated brass preserves (red)
489;pair of dated brass preserves (green)
490;dated assault sallet
491;dated canvas hat
492;dated canvas hat (auburn)
493;dated canvas hat (pink)
494;dated canvas hat (brown)
495;dated canvas hat (blue)
496;pair of dated iron magnifiers (red)
497;dated oak halfmask
498;dated bronze chain coif
499;dated fishing hat
500;dated fishing hat (red)
501;dated fishing hat (yellow)
502;dated fishing hat (green)
503;dated fishing hat (blue)
504;dated leather calot (black)
505;dated leather calot (ochre)
506;dated leather calot (green)
507;dated leather calot (red)
508;dated tracker's hat
509;dated tracker's hat (auburn)
510;dated tracker's hat (pink)
511;dated tracker's hat (brown)
512;dated tracker's hat (blue)
513;dated brass elmo
514;dated leather pot helm (black)
515;dated leather pot helm (ochre)
516;dated leather pot helm (green)
517;dated leather pot helm (red)
518;dated canvas wedge cap
519;dated canvas wedge cap (auburn)
520;dated canvas wedge cap (pink)
521;dated canvas wedge cap (brown)
522;dated canvas wedge cap (blue)
523;dated velveteen coif
524;dated velveteen coif (black)
525;dated velveteen coif (red)
526;dated velveteen coif (yellow)
527;dated velveteen coif (green)
528;pair of dated silver spectacles
529;pair of dated silver spectacles (yellow)
530;dated silver circlet (garnet)
531;dated silver circlet (aquamarine)
532;dated silver circlet (heliodor)
533;dated silver circlet (peridot)
534;dated silver circlet (amethyst)
535;dated silver circlet (goshenite)
536;dated iron barbut
537;dated velveteen scarf
538;dated velveteen scarf (black)
539;dated velveteen scarf (red)
540;dated velveteen scarf (yellow)
541;dated velveteen scarf (green)
542;dated velveteen beret
543;dated velveteen beret (black)
544;dated velveteen beret (red)
545;dated velveteen beret (yellow)
546;dated velveteen beret (green)
547;pair of dated iron preserves (red)
548;pair of dated iron preserves (green)
549;dated iron sallet
550;dated velveteen hat
551;dated velveteen hat (black)
552;dated velveteen hat (red)
553;dated velveteen hat (yellow)
554;dated velveteen hat (green)
555;pair of dated silver magnifiers (green)
556;dated yew halfmask
557;dated iron chain coif
558;dated bronze celata
559;dated velveteen turban
560;dated velveteen turban (black)
561;dated velveteen turban (red)
562;dated velveteen turban (yellow)
563;dated velveteen turban (green)
564;dated bowman's hat
565;dated bowman's hat (black)
566;dated bowman's hat (red)
567;dated bowman's hat (yellow)
568;dated bowman's hat (green)
569;dated toadskin pot helm (sunstone)
570;dated toadskin pot helm (lapis lazuli)
571;dated toadskin pot helm (sphene)
572;dated toadskin pot helm (malachite)
573;dated toadskin pot helm (fluorite)
574;dated toadskin pot helm (danburite)
575;dated velveteen sugarloaf hat (black)
576;dated velveteen sugarloaf hat (red)
577;dated velveteen sugarloaf hat (green)
578;dated velveteen wedge cap
579;dated velveteen wedge cap (black)
580;dated velveteen wedge cap (red)
581;dated velveteen wedge cap (yellow)
582;dated velveteen wedge cap (green)
583;dated darksilver circlet (garnet)
584;dated darksilver circlet (aquamarine)
585;dated darksilver circlet (heliodor)
586;dated darksilver circlet (peridot)
587;dated darksilver circlet (amethyst)
588;dated darksilver circlet (goshenite)
589;dated walnut mask
590;dated visored barbut
591;dated chef's hat
592;dated chef's hat (black)
593;dated chef's hat (red)
594;dated chef's hat (yellow)
595;dated chef's hat (green)
596;dated iron assault sallet
597;dated cavalry chain coif
598;dated cavalry chain coif (red)
599;dated cavalry chain coif (black)
600;dated cavalry chain coif (ochre)
601;dated cavalry chain coif (green)
602;dated electrum circlet (rubellite)
603;dated electrum circlet (turquoise)
604;dated electrum circlet (amber)
605;dated electrum circlet (tourmaline)
606;dated electrum circlet (spinel)
607;dated electrum circlet (zircon)
608;dated iron celata
609;dated iron celata (green)
610;dated iron celata (brown)
611;dated linen wedge cap
612;dated linen wedge cap (pink)
613;dated linen wedge cap (blue)
614;dated linen wedge cap (brown)
615;dated linen wedge cap (yellow)
616;weathered doublet (yellow)
617;weathered robe
618;weathered dalmatica
619;weathered dalmatica (grey)
620;weathered gown (grey)
621;weathered gown (beige)
622;weathered hunting tunic (brown)
623;weathered shirt
624;weathered acton (grey)
625;weathered jerkin (brown)
626;weathered tabard
627;weathered doublet vest (grey)
628;weathered halfrobe (beige)
629;dated hempen dalmatica
630;dated hempen dalmatica (brown)
631;dated hempen dalmatica (grey)
632;dated hempen dalmatica (beige)
633;dated hempen tunic
634;dated hempen tunic (brown)
635;dated hempen tunic (beige)
636;dated hempen tunic (grey)
637;dated hempen halfrobe
638;dated hempen halfrobe (brown)
639;dated hempen halfrobe (beige)
640;dated hempen halfrobe (grey)
641;dated hempen gown
642;dated hempen gown (brown)
643;dated hempen gown (grey)
644;dated hempen gown (beige)
645;dated hempen doublet vest
646;dated hempen doublet vest (brown)
647;dated hempen doublet vest (beige)
648;dated hempen doublet vest (grey)
649;dated hempen tabard
650;dated hempen tabard (brown)
651;dated hempen tabard (beige)
652;dated hempen tabard (grey)
653;dated hempen doublet
654;dated hempen doublet (brown)
655;dated hempen doublet (grey)
656;dated hempen doublet (beige)
657;dated hempen robe
658;dated hempen robe (brown)
659;dated hempen robe (grey)
660;dated hempen robe (beige)
661;dated hempen shepherd's tunic
662;dated hempen shepherd's tunic (brown)
663;dated hempen shepherd's tunic (grey)
664;dated hempen shepherd's tunic (beige)
665;dated hempen shirt
666;dated hempen shirt (brown)
667;dated hempen shirt (grey)
668;dated hempen shirt (beige)
669;dated hunting tunic (brown)
670;dated hunting tunic (grey)
671;dated hunting tunic (beige)
672;dated hempen acton (grey)
673;dated hempen acton (beige)
674;dated hempen acton (brown)
675;dated cotton dalmatica
676;dated cotton dalmatica (red)
677;dated cotton dalmatica (yellow)
678;dated cotton dalmatica (green)
679;dated cotton dalmatica (blue)
680;dated cotton tunic
681;dated cotton tunic (green)
682;dated cotton tunic (blue)
683;dated cotton tunic (red)
684;dated cotton tunic (yellow)
685;dated cotton halfrobe
686;dated cotton halfrobe (green)
687;dated cotton halfrobe (blue)
688;dated cotton halfrobe (red)
689;dated cotton halfrobe (yellow)
690;suit of dated bronze chainmail
691;suit of dated bronze chainmail (brown)
692;suit of dated bronze chainmail (grey)
693;suit of dated bronze chainmail (beige)
694;dated sheepskin harness (taupe)
695;dated sheepskin harness (grey)
696;dated cotton gown
697;dated cotton gown (red)
698;dated cotton gown (yellow)
699;dated cotton gown (green)
700;dated cotton gown (blue)
701;dated cotton doublet vest
702;dated cotton doublet vest (green)
703;dated cotton doublet vest (blue)
704;dated cotton doublet vest (red)
705;dated cotton doublet vest (yellow)
706;suit of dated bone scale mail (grey)
707;suit of dated bone scale mail (taupe)
708;dated hempen cowl
709;dated hempen cowl (beige)
710;dated hempen cowl (grey)
711;dated hempen cowl (brown)
712;dated dodoskin jacket (rat)
713;dated dodoskin jacket (squirrel)
714;dated dodoskin jacket (marmot)
715;dated cotton tabard
716;dated cotton tabard (green)
717;dated cotton tabard (blue)
718;dated cotton tabard (red)
719;dated cotton tabard (yellow)
720;dated cotton doublet
721;dated cotton doublet (red)
722;dated cotton doublet (yellow)
723;dated cotton doublet (green)
724;dated cotton doublet (blue)
725;dated cotton robe
726;dated cotton robe (red)
727;dated cotton robe (yellow)
728;dated cotton robe (green)
729;dated cotton robe (blue)
730;dated taupe sheepskin jerkin
731;dated taupe sheepskin jerkin (grey)
732;dated sheepskin jerkin
733;dated slate-grey sheepskin jerkin (brown)
734;dated cotton shepherd's tunic
735;dated cotton shepherd's tunic (red)
736;dated cotton shepherd's tunic (yellow)
737;dated cotton shepherd's tunic (green)
738;dated cotton shepherd's tunic (blue)
739;dated cotton shirt
740;dated cotton shirt (red)
741;dated cotton shirt (yellow)
742;dated cotton shirt (green)
743;dated cotton shirt (blue)
744;dated trapper's tunic
745;dated trapper's tunic (red)
746;dated trapper's tunic (yellow)
747;dated trapper's tunic (green)
748;dated trapper's tunic (blue)
749;dated cotton acton (red)
750;dated cotton acton (blue)
751;dated cotton acton (yellow)
752;dated cotton acton (green)
753;suit of dated bronze scale mail
754;dated canvas dalmatica
755;dated canvas dalmatica (auburn)
756;dated canvas dalmatica (pink)
757;dated canvas dalmatica (brown)
758;dated canvas dalmatica (blue)
759;dated canvas tunic
760;dated canvas tunic (auburn)
761;dated canvas tunic (pink)
762;dated canvas tunic (brown)
763;dated canvas tunic (blue)
764;dated canvas halfrobe
765;dated canvas halfrobe (auburn)
766;dated canvas halfrobe (pink)
767;dated canvas halfrobe (brown)
768;dated canvas halfrobe (blue)
769;suit of dated sentinel's chainmail
770;suit of dated sentinel's chainmail (red)
771;suit of dated sentinel's chainmail (yellow)
772;suit of dated sentinel's chainmail (green)
773;suit of dated sentinel's chainmail (blue)
774;dated dodoskin harness (taupe)
775;dated dodoskin harness (grey)
776;dated canvas gown
777;dated canvas gown (auburn)
778;dated canvas gown (pink)
779;dated canvas gown (brown)
780;dated canvas gown (blue)
781;dated canvas doublet vest
782;dated canvas doublet vest (auburn)
783;dated canvas doublet vest (pink)
784;dated canvas doublet vest (brown)
785;dated canvas doublet vest (blue)
786;dated cotton cowl
787;dated cotton cowl (yellow)
788;dated cotton cowl (green)
789;dated cotton cowl (blue)
790;dated cotton cowl (red)
791;dated leather jacket (black)
792;dated leather jacket (ochre)
793;dated leather jacket (green)
794;dated leather jacket (red)
795;dated canvas tabard
796;dated canvas tabard (auburn)
797;dated canvas tabard (pink)
798;dated canvas tabard (brown)
799;dated canvas tabard (blue)
800;dated canvas doublet
801;dated canvas doublet (auburn)
802;dated canvas doublet (pink)
803;dated canvas doublet (brown)
804;dated canvas doublet (blue)
805;dated canvas robe
806;dated canvas robe (auburn)
807;dated canvas robe (pink)
808;dated canvas robe (brown)
809;dated canvas robe (blue)
810;dated dodoskin jerkin
811;dated dodoskin jerkin (red)
812;dated dodoskin jerkin (yellow)
813;dated dodoskin jerkin (green)
814;dated dodoskin jerkin (blue)
815;dated bronze haubergeon
816;dated bronze haubergeon (red)
817;dated bronze haubergeon (yellow)
818;dated bronze haubergeon (green)
819;dated bronze haubergeon (blue)
820;dated canvas shepherd's tunic
821;dated canvas shepherd's tunic (auburn)
822;dated canvas shepherd's tunic (pink)
823;dated canvas shepherd's tunic (brown)
824;dated canvas shepherd's tunic (blue)
825;dated tracker's tunic
826;dated tracker's tunic (auburn)
827;dated tracker's tunic (pink)
828;dated tracker's tunic (brown)
829;dated tracker's tunic (blue)
830;dated canvas acton (auburn)
831;dated canvas acton (pink)
832;dated canvas acton (brown)
833;dated canvas acton (blue)
834;dated canvas coatee
835;dated canvas coatee (auburn)
836;dated canvas coatee (pink)
837;dated canvas coatee (brown)
838;dated canvas coatee (blue)
839;suit of dated mercenary's chainmail
840;suit of dated mercenary's chainmail (red)
841;suit of dated mercenary's chainmail (yellow)
842;suit of dated mercenary's chainmail (green)
843;suit of dated mercenary's chainmail (blue)
844;dated leather harness (black)
845;dated leather harness (ochre)
846;dated leather harness (green)
847;dated leather harness (red)
848;dated velveteen gown
849;dated velveteen gown (black)
850;dated velveteen gown (red)
851;dated velveteen gown (yellow)
852;dated velveteen gown (green)
853;dated velveteen doublet vest
854;dated velveteen doublet vest (green)
855;dated velveteen doublet vest (red)
856;dated velveteen doublet vest (black)
857;dated velveteen doublet vest (yellow)
858;dated canvas cowl
859;dated canvas cowl (yellow)
860;dated canvas cowl (green)
861;dated canvas cowl (blue)
862;dated canvas cowl (red)
863;dated scouting jacket (black)
864;dated scouting jacket (ochre)
865;dated scouting jacket (green)
866;dated scouting jacket (red)
867;dated velveteen tabard
868;dated velveteen tabard (green)
869;dated velveteen tabard (red)
870;dated velveteen tabard (black)
871;dated velveteen tabard (yellow)
872;dated velveteen robe
873;dated velveteen robe (black)
874;dated velveteen robe (red)
875;dated velveteen robe (yellow)
876;dated velveteen robe (green)
877;dated leather jerkin
878;dated leather jerkin (auburn)
879;dated leather jerkin (pink)
880;dated leather jerkin (brown)
881;dated leather jerkin (blue)
882;dated iron haubergeon
883;dated iron haubergeon (auburn)
884;dated iron haubergeon (pink)
885;dated iron haubergeon (brown)
886;dated iron haubergeon (blue)
887;dated bronze cuirass
888;dated bronze cuirass (auburn)
889;dated bronze cuirass (pink)
890;dated bronze cuirass (brown)
891;dated bronze cuirass (blue)
892;dated velveteen shirt
893;dated velveteen shirt (black)
894;dated velveteen shirt (red)
895;dated velveteen shirt (yellow)
896;dated velveteen shirt (green)
897;dated bowman's tunic
898;dated bowman's tunic (black)
899;dated bowman's tunic (red)
900;dated bowman's tunic (yellow)
901;dated bowman's tunic (green)
902;dated velveteen acton
903;dated velveteen acton (green)
904;dated velveteen acton (yellow)
905;dated velveteen acton (black)
906;dated velveteen coatee
907;dated velveteen coatee (black)
908;dated velveteen coatee (red)
909;dated velveteen coatee (yellow)
910;dated velveteen coatee (green)
911;suit of dated cavalier's chainmail
912;suit of dated cavalier's chainmail (auburn)
913;suit of dated cavalier's chainmail (pink)
914;suit of dated cavalier's chainmail (brown)
915;suit of dated cavalier's chainmail (blue)
916;dated toadskin harness (black)
917;dated toadskin harness (ochre)
918;dated toadskin harness (green)
919;dated toadskin harness (red)
920;dated chef's apron
921;dated chef's apron (black)
922;dated chef's apron (red)
923;dated chef's apron (yellow)
924;dated chef's apron (green)
925;dated velveteen cowl
926;dated velveteen cowl (black)
927;dated velveteen cowl (green)
928;dated velveteen cowl (red)
929;dated velveteen cowl (yellow)
930;dated harrier's jacket (black)
931;dated harrier's jacket (ochre)
932;dated harrier's jacket (green)
933;dated harrier's jacket (red)
934;dated tarred leather jerkin
935;dated tarred leather jerkin (black)
936;dated tarred leather jerkin (red)
937;dated tarred leather jerkin (yellow)
938;dated tarred leather jerkin (green)
939;dated cavalry haubergeon
940;dated cavalry haubergeon (black)
941;dated cavalry haubergeon (red)
942;dated cavalry haubergeon (yellow)
943;dated cavalry haubergeon (green)
944;dated iron cuirass
945;dated iron cuirass (green)
946;dated iron cuirass (brown)
947;dated linen coatee
948;dated linen coatee (pink)
949;dated linen coatee (blue)
950;dated linen coatee (brown)
951;dated linen coatee (yellow)
952;pair of weathered slops (brown)
953;pair of weathered slops (grey)
954;pair of weathered slops (beige)
955;pair of weathered trousers
956;pair of weathered breeches (grey)
957;pair of weathered chausses
958;pair of weathered chausses (grey)
959;pair of weathered culottes (grey)
960;pair of weathered kecks (brown)
961;pair of weathered kecks (grey)
962;weathered sarouel (brown)
963;pair of weathered tights
964;pair of dated hempen breeches
965;pair of dated hempen breeches (brown)
966;pair of dated hempen breeches (grey)
967;pair of dated hempen breeches (beige)
968;pair of dated hempen chausses
969;pair of dated hempen chausses (brown)
970;pair of dated hempen chausses (grey)
971;pair of dated hempen chausses (beige)
972;pair of dated hempen slops
973;pair of dated hempen slops (beige)
974;pair of dated hempen slops (brown)
975;pair of dated hempen slops (grey)
976;pair of dated hempen tights
977;pair of dated hempen tights (beige)
978;pair of dated hempen tights (grey)
979;pair of dated hempen tights (brown)
980;pair of dated hempen shepherd's slops
981;pair of dated hempen shepherd's slops (brown)
982;pair of dated hempen shepherd's slops (grey)
983;pair of dated hempen shepherd's slops (beige)
984;dated hempen sarouel (brown)
985;dated hempen sarouel (grey)
986;dated hempen sarouel (beige)
987;pair of dated hempen kecks (brown)
988;pair of dated hempen kecks (grey)
989;pair of dated cotton breeches
990;pair of dated cotton breeches (red)
991;pair of dated cotton breeches (yellow)
992;pair of dated cotton breeches (green)
993;pair of dated cotton breeches (blue)
994;dated sheepskin subligar (brown)
995;dated sheepskin subligar (grey)
996;pair of dated cotton chausses
997;pair of dated cotton chausses (red)
998;pair of dated cotton chausses (yellow)
999;pair of dated cotton chausses (green)
1000;pair of dated cotton chausses (blue)
1001;pair of dated cotton slops
1002;pair of dated cotton slops (yellow)
1003;pair of dated cotton slops (green)
1004;pair of dated cotton slops (blue)
1005;pair of dated cotton slops (red)
1006;pair of dated cotton tights
1007;pair of dated cotton tights (yellow)
1008;pair of dated cotton tights (green)
1009;pair of dated cotton tights (blue)
1010;pair of dated cotton tights (red)
1011;pair of dated sheepskin culottes
1012;pair of dated sheepskin culottes (grey)
1013;pair of dated sheepskin culottes (beige)
1014;pair of dated sheepskin culottes (brown)
1015;dated sheepskin skirt
1016;pair of dated cotton shepherd's slops
1017;pair of dated cotton shepherd's slops (red)
1018;pair of dated cotton shepherd's slops (yellow)
1019;pair of dated cotton shepherd's slops (blue)
1020;pair of dated cotton shepherd's slops (green)
1021;pair of dated hempen trousers
1022;pair of dated hempen trousers (beige)
1023;pair of dated hempen trousers (brown)
1024;pair of dated hempen trousers (grey)
1025;dated cotton sarouel (red)
1026;dated cotton sarouel (yellow)
1027;dated cotton sarouel (green)
1028;dated cotton sarouel (blue)
1029;pair of dated cotton kecks
1030;pair of dated cotton kecks (blue)
1031;pair of dated canvas breeches
1032;pair of dated canvas breeches (auburn)
1033;pair of dated canvas breeches (pink)
1034;pair of dated canvas breeches (brown)
1035;pair of dated canvas breeches (blue)
1036;dated dodoskin subligar (yellow)
1037;dated dodoskin subligar (green)
1038;pair of dated canvas chausses
1039;pair of dated canvas chausses (auburn)
1040;pair of dated canvas chausses (pink)
1041;pair of dated canvas chausses (brown)
1042;pair of dated canvas chausses (blue)
1043;pair of dated canvas slops
